,Floors,City,Address,Land,Price,Bedroom,Bathroom,Face,Road
2510,2.5, Kathmandu,Sitapaila,2395.75,37500000.0,4.0,3.0,south,13.0
2511,3.0,Kathmandu,Sitapaila,1112.3125,15500000.0,0.0,3.0,south,13.0
2512,,Kathmandu,Sitapaila,1369.0,17500000.0,0.0,0.0,east,13.0
2513,2.5, Kathmandu,Rudreshwor,1745.475,50000000.0,4.0,5.0,south,13.0
2514,2.5, Lalitpur,Thasikhel,2121.95,35000000.0,3.0,4.0,south,13.0
2515,,Kathmandu,Kadaghari,1369.0,23500000.0,0.0,0.0,south,13.0
2516,,Kathmandu,Sitapaila,1540.125,27000000.0,5.0,4.0,north,13.0
2517,,Kathmandu,Bhangal,1711.25,34000000.0,0.0,0.0,north,13.0
2518,2.5, Lalitpur,Bhaisepati,2053.5,50000000.0,4.0,5.0,south,13.0
2519,2.5, Lalitpur,Bhaisepati,2053.5,50000000.0,4.0,5.0,south,13.0
2520,,Kathmandu,Bhangal,1026.75,19500000.0,0.0,0.0,east,13.0
2521,3.5, Lalitpur,Chakupat,2053.5,60000000.0,5.0,5.0,south,13.0
2522,2.0,Kathmandu,Sitapaila,1197.875,21000000.0,5.0,2.0,south,13.0
2523,3.0, Kathmandu,Rudreshwor,2053.5,59500000.0,5.0,5.0,south,13.0
2524,2.5, Kathmandu,Chapali,2053.5,61500000.0,5.0,3.0,south,13.0
2525,3.0,Kathmandu,Bhangal,1454.5625,16500000.0,5.0,4.0,south west,13.0
2526,3.0,Kathmandu,Bhangal,1369.0,23000000.0,5.0,5.0,west,13.0
2527,3.0,Kathmandu,Kadaghari,1197.875,27000000.0,6.0,3.0,north,13.0
2528,5.0, Kathmandu,Gongabu,2121.95,55000000.0,20.0,22.0,south,13.0
2529,2.5, Kathmandu,Birendra Chowk,1437.45,30500000.0,5.0,4.0,south,13.0
2530,3.0, Lalitpur,Hattiban,1403.225,28700000.0,6.0,6.0,south,13.0
2531,2.5, Bhaktapur,Sipadol,1403.225,22000000.0,,,south,13.0
2532,3.0, Kathmandu,Narayantar,1095.2,30000000.0,6.0,3.0,south,13.0
2533,2.5, Kathmandu,Syuchatar,1095.2,25000000.0,6.0,2.0,south,13.0
2534,3.5, Kathmandu,Sundarbasti,1095.2,27000000.0,,,south,13.0
2535,2.5, Lalitpur,Ochu Height,1095.2,27000000.0,5.0,3.0,south,13.0
2536,2.5, Lalitpur,Hattiban,1095.2,25500000.0,6.0,5.0,south,13.0
2537,2.5, Lalitpur,Nakhipot,1095.2,28000000.0,5.0,3.0,south,13.0
2538,2.5, Lalitpur,Ochu Height,1095.2,24500000.0,5.0,4.0,south,13.0
2539,2.5, Kathmandu,Chhauni,1095.2,35000000.0,5.0,3.0,south,13.0
2540,1.0, Bhaktapur,Darjeeling Height,1060.975,12500000.0,,,south,13.0
2541,2.5, Lalitpur,Imadol,1060.975,21500000.0,4.0,3.0,south,13.0
2542,2.5, Bhaktapur,Balkot,1060.975,21000000.0,,,south,13.0
2543,,Kathmandu,Sukedhara,2053.5,47000000.0,18.0,6.0,south,13.0
2544,,Kathmandu,Sukedhara,1711.25,29800000.0,11.0,0.0,north,13.0
2545,2.5, Lalitpur,Hattiban,1095.2,25000000.0,,,south,13.0
2546,2.5, Lalitpur,Harisiddhi,1060.975,30000000.0,,,south,13.0
2547,2.5, Lalitpur,Gwarko,1060.975,27000000.0,4.0,3.0,south,13.0
2548,,Kathmandu,Jorpati,1369.0,16500000.0,0.0,0.0,east,13.0
2549,, Lalitpur,Imadol,1026.75,18200000.0,4.0,,south,13.0
2550,2.0, Kathmandu,Lamathumki,1026.75,17000000.0,5.0,3.0,south,13.0
2551,3.0,Kathmandu,Sunderbasti,1775.421875,27500000.0,6.0,4.0,south east,13.0
2552,3.0,Kathmandu,Sunderbasti,1197.875,19500000.0,5.0,3.0,east,13.0
2553,2.5, Kathmandu,Syuchatar,1026.75,20500000.0,6.0,3.0,south,13.0
2554,3.0,Kathmandu,Sunderbasti,1775.421875,27500000.0,6.0,4.0,south east,13.0
2555,2.5, Kathmandu,Ekatabasti,1026.75,18500000.0,,,south,13.0
2556,2.0,Kathmandu,Swayambhu,2053.5,50000000.0,5.0,3.0,south,13.0
2557,3.0,Kathmandu,Budhanilkantha,1369.0,32500000.0,5.0,4.0,south,13.0
2558,3.0, Kathmandu,Satungal,1026.75,17500000.0,,,south,13.0
2559,3.0,Kathmandu,Swayambhu,1026.75,23500000.0,6.0,5.0,east,13.0
2560,3.0, Lalitpur,Gwarko,1060.975,27000000.0,5.0,4.0,south,13.0
2561,2.5, Lalitpur,Kusunti,1095.2,24000000.0,5.0,4.0,south,13.0
2562,2.5, Kathmandu,Shankhamul,1095.2,45000000.0,8.0,8.0,south,13.0
2563,2.5, Kathmandu,Jyotinagar,1095.2,22500000.0,,,south,13.0
2564,2.0,Kathmandu,Sitapaila,1112.3125,12000000.0,4.0,2.0,north east,13.0
2565,2.5, Kathmandu,Chunikhel,1403.225,28500000.0,6.0,5.0,south,13.0
2566,1.0, Bhaktapur,Balkot,1369.0,15000000.0,2.0,1.0,south,13.0
2567,2.5, Bhaktapur,Harsha Chowk,1369.0,21000000.0,,,south,13.0
2568,2.0,Kathmandu,Bohoratar,3422.5,48500000.0,4.0,4.0,west,13.0
2569,1.0,Kathmandu,Jorpati,1026.75,11400000.0,0.0,0.0,south,13.0
2570,2.5, Kathmandu,Dhungedhara,1369.0,27500000.0,5.0,6.0,south,13.0
2571,2.5, Lalitpur,Imadol,1369.0,34000000.0,4.0,2.0,south,13.0
2572,2.5, Kathmandu,Dhapasi,1369.0,29500000.0,3.0,3.0,south,13.0
2573,2.5, Lalitpur,Bhaisepati,1369.0,27500000.0,5.0,4.0,south,13.0
2574,2.5, Lalitpur,Imadol,1369.0,37500000.0,,,south,13.0
2575,2.0, Lalitpur,Manjushree Marga,1369.0,27500000.0,5.0,3.0,south,13.0
2576,1.0,Kathmandu,Sukedhara,0.0,19500000.0,2.0,1.0,west,13.0
2577,2.5, Kathmandu,Gongabu,1369.0,31500000.0,11.0,5.0,south,13.0
2578,2.5,Kathmandu,Boudha,1262.046875,26500000.0,5.0,3.0,north,13.0
2579,,Kathmandu,Boudha,1711.25,28000000.0,0.0,0.0,east,13.0
2580,2.5, Lalitpur,Imadol,1369.0,42500000.0,6.0,4.0,south,13.0
2581,,Kathmandu,Sukedhara,1369.0,19500000.0,0.0,0.0,west,13.0
2582,2.5, Lalitpur,Imadol,1369.0,19500000.0,5.0,4.0,south,13.0
2583,4.5, Kathmandu,Bagdurbar,1369.0,30000000.0,,,south,13.0
2584,7.0, Kathmandu,New Road,1200.0,22500000.0,,,south,13.0
2585,, Kathmandu,Bhatkepati,1129.425,17500000.0,,,south,13.0
2586,,Kathmandu,Sukedhara,7786.1875,42500000.0,0.0,0.0,west,13.0
2587,2.5, Lalitpur,Imadol,1129.425,32500000.0,,,south,13.0
2588,,Kathmandu,Sukedhara,2053.5,47000000.0,18.0,6.0,south,13.0
2589,2.5, Kathmandu,Jyotinagar,1095.2,22500000.0,6.0,,south,13.0
2590,3.5, Kathmandu,Khahare,1095.2,27000000.0,,,south,13.0
2591,2.5, Lalitpur,Imadol,1095.2,22000000.0,,,south,13.0
2592,,Kathmandu,Sukedhara,1711.25,29800000.0,11.0,0.0,north,13.0
2593,2.5, Lalitpur,Tikathali,1026.75,23000000.0,4.0,3.0,south,13.0
2594,3.0,Lalitpur,Imadol,1197.875,26500000.0,4.0,3.0,east,13.0
2595,3.5, Kathmandu,Hattigaunda,1745.475,39000000.0,5.0,7.0,north,13.0
2596,3.5, Kathmandu,Ekatabasti,1711.25,36500000.0,,,north,13.0
2597,2.0, Lalitpur,Tikathali,1369.0,22000000.0,4.0,,east,13.0
2598,1.5, Lalitpur,Imadol,1369.0,34500000.0,5.0,,east,13.0
2599,2.0, Lalitpur,Sanagaun,1369.0,21500000.0,6.0,,east,13.0
2600,3.0, Kathmandu,Dhapasi,1369.0,37500000.0,6.0,4.0,east,13.0
2601,3.0,Kathmandu,Gothatar,855.625,14000000.0,8.0,0.0,west,13.0
2602,,Kathmandu,Gothatar,1048.140625,16500000.0,8.0,0.0,north,13.0
2603,2.5, Kathmandu,Gaushala,1369.0,32500000.0,11.0,2.0,east,13.0
2604,2.5, Kathmandu,Tenzing Chowk,1369.0,36500000.0,,,east,13.0
2605,3.0,Kathmandu,Gothatar,855.625,14000000.0,8.0,0.0,west,13.0
2606,2.0, Kathmandu,Bafal,1369.0,37500000.0,7.0,4.0,east,13.0
2607,3.0, Kathmandu,Banasthali,1369.0,34000000.0,6.0,4.0,east,13.0
2608,2.5, Kathmandu,Pasikot,1300.55,31000000.0,5.0,3.0,east,13.0
2609,1.0, Kathmandu,Chunikhel,1197.875,13000000.0,,,east,13.0
2610,2.5, Kathmandu,Golfutar,1369.0,32500000.0,4.0,2.0,east,13.0
2611,3.0, Kathmandu,Chapali,1129.425,29500000.0,7.0,3.0,east,13.0
2612,3.0, Lalitpur,Bhaisepati,1129.425,38000000.0,4.0,4.0,east,13.0
2613,2.5, Lalitpur,Dhapakhel,1129.425,27000000.0,6.0,4.0,east,13.0
2614,2.0, Kathmandu,Tenzing Chowk,1129.425,26500000.0,,,east,13.0
2615,, Kathmandu,Sundarbasti,1095.2,21800000.0,,,east,13.0
2616,2.5, Kathmandu,Kapan Gumba,1095.2,14000000.0,3.0,2.0,east,13.0
2617,3.5, Lalitpur,Hattiban,1095.2,34000000.0,8.0,4.0,east,13.0
2618,,Kathmandu,Gothatar,1048.140625,16500000.0,8.0,0.0,north,13.0
2619,2.0, Kathmandu,Jagdol,1095.2,9000000.0,5.0,1.0,east,13.0
2620,3.0, Kathmandu,Attarkhel,1095.2,30000000.0,8.0,3.0,east,13.0
2621,2.5, Lalitpur,Khumaltar,1095.2,36500000.0,3.0,4.0,east,13.0
2622,2.0, Lalitpur,Tikathali,1095.2,29500000.0,5.0,5.0,east,13.0
2623,2.5, Lalitpur,Imadol,1095.2,27500000.0,4.0,4.0,east,13.0
2624,2.5, Lalitpur,Thaiba,1095.2,24000000.0,4.0,3.0,east,13.0
2625,2.5, Lalitpur,Imadol,1129.425,28500000.0,,,east,13.0
2626,2.0,Kathmandu,Gothatar,1197.875,15500000.0,0.0,0.0,north,13.0
2627,3.0, Kathmandu,Bhangal ,1369.0,29500000.0,,,east,13.0
2628,3.0,Kathmandu,Budhanilkantha,2738.0,25000000.0,4.0,3.0,west,13.0
2629,3.0,Lalitpur,Bhaisepati,1711.25,100000.0,4.0,3.0,east,13.0
2630,2.5, Kathmandu,Sitapaila,1711.25,31500000.0,5.0,5.0,east,13.0
2631,2.5, Kathmandu,Sundarbasti,1711.25,39900000.0,,,east,13.0
2632,3.0,Lalitpur,Bhaisepati,3422.5,70000000.0,5.0,5.0,south west,13.0
2633,2.5, Lalitpur,Nakkhu,1711.25,39000000.0,4.0,4.0,east,13.0
2634,,Lalitpur,Bhaisepati,1197.875,55000.0,5.0,2.0,south west,13.0
2635,2.0, Lalitpur,Nakkhu,1711.25,39900000.0,4.0,4.0,east,13.0
2636,3.5, Lalitpur,Ochu Height,1711.25,41000000.0,8.0,6.0,east,13.0
2637,3.0,Lalitpur,Chakupat,1625.6875,35000000.0,5.0,3.0,south,13.0
2638,2.5, Kathmandu,Syuchatar,1471.675,19500000.0,4.0,3.0,east,13.0
2639,, Kathmandu,Baluwakhani,1437.45,25000000.0,,,east,13.0
2640,3.0,Lalitpur,Dhapakhel,1711.25,28000000.0,6.0,3.0,east,13.0
2641,,Lalitpur,Dhapakhel,1026.75,13500000.0,2.0,0.0,east,13.0
2642,2.5, Kathmandu,Ganesh Chowk,1369.0,35000000.0,5.0,4.0,east,13.0
2643,2.5, Lalitpur,Imadol,1437.45,36500000.0,,,east,13.0
2644,3.5, Kathmandu,Chunikhel,1403.225,31500000.0,,,east,13.0
2645,2.5, Kathmandu,Sitapaila,1403.225,27000000.0,4.0,3.0,east,13.0
2646,2.5, Kathmandu,Lasuntar,1403.225,31000000.0,4.0,3.0,east,13.0
2647,3.0,Lalitpur,Dhapakhel,1625.6875,25000000.0,4.0,3.0,south,13.0
2648,3.0,Kathmandu,Budhanilkantha,1454.5625,27500000.0,10.0,3.0,south,13.0
2649,3.0,Kathmandu,Budhanilkantha,1796.8125,32000000.0,5.0,4.0,south east,13.0
2650,2.5, Kathmandu,Kapan,1369.0,21500000.0,,,east,13.0
2651,3.0,Lalitpur,Dhapakhel,1625.6875,25000000.0,4.0,3.0,south,13.0
2652,3.0,Kathmandu,Budhanilkantha,1454.5625,21000000.0,9.0,0.0,north west,13.0
2653,2.5, Kathmandu,Sai Baba chowk,1369.0,25000000.0,6.0,3.0,east,13.0
2654,2.5, Kathmandu,Chyasindol,1369.0,27000000.0,,,east,13.0
2655,2.5, Kathmandu,Bhangal ,1369.0,31000000.0,,,east,13.0
2656,3.0,Kathmandu,Grande Villa,1454.5625,25000000.0,6.0,5.0,south,13.0
2657,2.5, Kathmandu,Tokha,1437.45,29000000.0,,,east,13.0
2658,2.5, Kathmandu,Pasikot,1711.25,36000000.0,5.0,4.0,north,13.0
2659,2.5, Lalitpur,Imadol,1095.2,24000000.0,4.0,3.0,east,13.0
2660,,Lalitpur,Ekantakuna,1967.9375,33000000.0,3.0,0.0,north,13.0
2661,2.5, Lalitpur,Nakhipot,855.625,20000000.0,4.0,3.0,east,13.0
2662,2.5, Lalitpur,Imadol,787.175,19500000.0,4.0,3.0,east,13.0
2663,2.5,Lalitpur,Gwarko,1048.140625,21000000.0,3.0,2.0,south,13.0
2664,2.5, Lalitpur,Setipakha,787.175,22500000.0,4.0,4.0,east,13.0
2665,2.5, Lalitpur,Tikathali,787.175,21500000.0,9.0,3.0,east,13.0
2666,3.0, Lalitpur,Imadol,787.175,21500000.0,3.0,3.0,east,13.0
2667,2.5, Lalitpur,Imadol,752.95,17000000.0,3.0,3.0,east,13.0
2668,2.5,Lalitpur,Gwarko,1048.140625,21000000.0,3.0,2.0,south,13.0
2669,4.0, Kathmandu,Gongabu,752.95,22500000.0,20.0,10.0,east,13.0
2670,2.5, Kathmandu,Bafal,752.95,25000000.0,3.0,,east,13.0
2671,2.5, Kathmandu,Goldhunga,752.95,15000000.0,,,east,13.0
2672,3.0,Lalitpur,Harisiddhi,1197.875,22000000.0,5.0,3.0,south,13.0
2673,2.0,Lalitpur,Harisiddhi,1026.75,12500000.0,0.0,0.0,east,13.0
2674,4.0, Kathmandu,Banasthali,855.625,23500000.0,3.0,3.0,east,13.0
2675,2.5,Kathmandu,Gongabu,1197.875,26000000.0,4.0,3.0,north,13.0
2676,3.5,Lalitpur,Hattiban,1369.0,35000000.0,5.0,4.0,north east,13.0
2677,2.5,Lalitpur,Hattiban,1112.3125,29000000.0,6.0,4.0,west,13.0
2678,3.0,Lalitpur,Hattiban,1540.125,46000000.0,4.0,4.0,east,13.0
2679,2.0,Kathmandu,Budhanilkantha,2823.5625,41000000.0,5.0,4.0,east,13.0
2680,,Lalitpur,Hattiban,1369.0,18000000.0,0.0,0.0,east,13.0
2681,3.0,Kathmandu,Budhanilkantha,1454.5625,23500000.0,0.0,3.0,east,13.0
2682,,Lalitpur,Hattiban,855.625,19000000.0,4.0,3.0,east,13.0
2683,,Lalitpur,Hattiban,1197.875,60000.0,3.0,3.0,south,13.0
2684,3.0,Kathmandu,Budhanilkantha,1454.5625,27500000.0,10.0,3.0,south,13.0
2685,3.0,Kathmandu,Budhanilkantha,1796.8125,32000000.0,5.0,4.0,south east,13.0
2686,3.0,Lalitpur,Hattiban,1711.25,80000.0,5.0,4.0,south west,13.0
2687,,Kathmandu,Budhanilkantha,5476.0,140000.0,5.0,4.0,south east,13.0
2688,3.0,Lalitpur,Imadol,1112.3125,255.0,4.0,4.0,north east,13.0
2689,3.0,Lalitpur,Hattiban,1369.0,32500000.0,5.0,4.0,south,13.0
2690,2.5, Kathmandu,Hattidanda,1095.2,25000000.0,6.0,3.0,east,13.0
2691,,Lalitpur,Gwarko,256.6875,17500000.0,3.0,3.0,north west,13.0
2692,2.5, Lalitpur,Bhelpa,1026.75,22500000.0,4.0,3.0,east,13.0
2693,2.5, Lalitpur,Harisiddhi,1095.2,26000000.0,5.0,3.0,east,13.0
2694,2.5, Kathmandu,Sundarbasti,1095.2,33800000.0,4.0,3.0,east,13.0
2695,2.5, Lalitpur,Imadol,1060.975,21500000.0,,,east,13.0
2696,2.0,Kathmandu,Gothatar,1112.3125,15800000.0,2.0,1.0,east,13.0
2697,3.0, Lalitpur,Imadol,1060.975,24000000.0,4.0,4.0,east,13.0
2698,2.5, Kathmandu,Boharatar,1060.975,23000000.0,,,east,13.0
2699,2.5, Lalitpur,Imadol,1060.975,21800000.0,4.0,4.0,east,13.0
2700,2.5, Kathmandu,Mandikhatar,1060.975,28500000.0,,,east,13.0
2701,1.0, Kathmandu,Kapan,1060.975,16000000.0,4.0,,east,13.0
2702,2.5, Lalitpur,Thaiba,1060.975,22000000.0,,,east,13.0
2703,2.5, Lalitpur,Kusunti,1026.75,23000000.0,4.0,3.0,east,13.0
2704,,Kathmandu,Gothatar,1026.75,19000000.0,0.0,0.0,east,13.0
2705,2.5, Kathmandu,Khahare,1026.75,20500000.0,,,east,13.0
2706,3.0,Lalitpur,Gwarko,4107.0,60000000.0,3.0,6.0,east,13.0
2707,2.0, Bhaktapur,Darjeeling Height,1026.75,14000000.0,,2.0,east,13.0
2708,6.0, Kathmandu,Putalisadak,1026.75,77500000.0,,6.0,east,13.0
2709,2.5, Kathmandu,Deuwa chowk,1026.75,24000000.0,,,east,13.0
2710,2.5, Lalitpur,Imadol,1026.75,23500000.0,,,east,13.0
2711,2.0, Kathmandu,Boharatar,1026.75,20000000.0,5.0,2.0,east,13.0
2712,2.5, Lalitpur,Satdobato,1026.75,26000000.0,4.0,3.0,east,13.0
2713,2.5, Lalitpur,Imadol,1026.75,23500000.0,5.0,3.0,east,13.0
2714,2.5, Kathmandu,Sundarbasti,1026.75,29000000.0,,,east,13.0
2715,1.0, Kathmandu,Gorkarneshwor,1026.75,13000000.0,2.0,1.0,east,13.0
2716,2.5, Lalitpur,Imadol,1026.75,23500000.0,4.0,4.0,east,13.0
2717,2.5,Kathmandu,Gongabu,1197.875,26000000.0,4.0,3.0,north,13.0
2718,2.5, Lalitpur,Imadol,1026.75,26000000.0,3.0,3.0,east,13.0
2719,4.0,Kathmandu,Gongabu,1369.0,80000.0,13.0,0.0,east,13.0
2720,2.5, Kathmandu,Ekatabasti,1026.75,31000000.0,6.0,4.0,east,13.0
2721,1.0, Kathmandu,Dhaneshwor,1026.75,13500000.0,2.0,1.0,east,13.0
2722,2.0,Kathmandu,Guheshwori,919.796875,21500000.0,8.0,4.0,west,13.0
2723,2.5, Lalitpur,Nakkhu,1711.25,39500000.0,4.0,4.0,east,13.0
2724,2.5, Lalitpur,Bhaisepati,1711.25,33500000.0,5.0,3.0,east,13.0
2725,2.5, Kathmandu,Jalpa Chowk,1095.2,27500000.0,,3.0,north,13.0
2726,,Kathmandu,Budhanilkantha,2053.5,32000000.0,4.0,5.0,south,13.0
2727,2.0,Kathmandu,Tokha,1112.3125,14200000.0,4.0,2.0,west,13.0
2728,2.5, Kathmandu,Baluwa,1095.2,19000000.0,,,north,13.0
2729,2.5, Kathmandu,Kadaghari,1095.2,27000000.0,6.0,3.0,north,13.0
2730,3.0,Kathmandu,Tokha,3080.25,60000000.0,0.0,0.0,east,13.0
2731,1.5, Kathmandu,Megha City,1095.2,12000000.0,,,north,13.0
2732,3.0,Kathmandu,Hattigauda,2224.625,36500000.0,5.0,3.0,north east,13.0
2733,2.5, Lalitpur,Imadol,1095.2,29500000.0,8.0,3.0,north,13.0
2734,2.5, Kathmandu,Kavresthali,1060.975,18500000.0,5.0,,north,13.0
2735,2.5, Lalitpur,Imadol,1060.975,22500000.0,,,north,13.0
2736,3.0,Kathmandu,Budhanilkantha,1369.0,26500000.0,6.0,6.0,east,13.0
2737,2.5, Lalitpur,Imadol,1060.975,23500000.0,3.0,4.0,north,13.0
2738,2.5, Lalitpur,Imadol,1095.2,26500000.0,5.0,4.0,north,13.0
2739,2.0, Lalitpur,Imadol,1060.975,26000000.0,4.0,5.0,north,13.0
2740,2.5, Lalitpur,Tikathali,1060.975,25000000.0,6.0,3.0,north,13.0
2741,2.0,Kathmandu,Tokha,1369.0,29500000.0,4.0,3.0,east,13.0
2742,,Kathmandu,Tokha,1369.0,26300000.0,5.0,0.0,east,13.0
2743,2.5, Kathmandu,Bhangal ,1060.975,32000000.0,5.0,6.0,north,13.0
2744,1.0, Lalitpur,Tikathali,1026.75,15000000.0,,,north,13.0
2745,3.0, Kathmandu,Thulobharyang,1026.75,35000000.0,,,north,13.0
2746,3.5, Bhaktapur,Lokanthali,1026.75,28000000.0,8.0,4.0,north,13.0
2747,0.0,Kathmandu,Tokha,1454.5625,13200000.0,4.0,2.0,east,13.0
2748,3.0,Kathmandu,Hattigauda,1882.375,45000000.0,5.0,4.0,east,13.0
2749,2.5, Lalitpur,Imadol,1026.75,25500000.0,6.0,3.0,north,13.0
2750,2.5, Kathmandu,Dhapasi,1026.75,27000000.0,5.0,3.0,north,13.0
2751,3.5, Lalitpur,Imadol,1026.75,26500000.0,5.0,5.0,north,13.0
2752,6.0, Kathmandu,Kalanki,1026.75,42500000.0,19.0,19.0,north,13.0
2753,2.5, Lalitpur,Imadol,1060.975,23500000.0,4.0,5.0,north,13.0
2754,2.5, Lalitpur,Thecho,1369.0,32500000.0,5.0,5.0,north,13.0
2755,3.0,Kathmandu,Tokha,1369.0,23000000.0,6.0,5.0,east,13.0
2756,3.0,Kathmandu,Hattigauda,1711.25,34500000.0,5.0,5.0,south,13.0
2757,2.5, Kathmandu,Sitapaila,1711.25,29500000.0,5.0,5.0,north,13.0
2758,2.0, Lalitpur,Dholahiti,1711.25,41000000.0,,,north,13.0
2759,,Kathmandu,Hattigauda,2395.75,34000000.0,6.0,4.0,south west,13.0
2760,3.0,Kathmandu,Thulo Bharyang,7101.6875,23700000.0,3.0,4.0,south west,13.0
2761,3.5, Kathmandu,Kapan,1711.25,36000000.0,6.0,5.0,north,13.0
2762,3.0, Kathmandu,Hattigaunda,1711.25,45000000.0,6.0,4.0,north,13.0
2763,3.0, Lalitpur,Imadol,1711.25,36000000.0,4.0,1.0,north,13.0
2764,3.0,Kathmandu,Budhanilkantha,1026.75,25000000.0,9.0,3.0,south,13.0
2765,5.0,Kathmandu,Thulo Bharyang,,25000000.0,8.0,4.0,north,13.0
2766,3.0,Kathmandu,Budhanilkantha,2738.0,42500000.0,5.0,5.0,east,13.0
2767,1.0, Lalitpur,Taukhel,1437.45,13000000.0,3.0,1.0,north,13.0
2768,4.5, Bhaktapur,Kamalbinayak,1437.45,39900000.0,9.0,6.0,north,13.0
2769,3.0, Kathmandu,Kalanki,1437.45,38500000.0,4.0,5.0,north,13.0
2770,2.5, Lalitpur,Imadol,1403.225,34500000.0,5.0,4.0,north,13.0
2771,2.5,Kathmandu,Tinthana,1026.75,16000000.0,5.0,3.0,east,13.0
2772,, Kathmandu,Syuchatar,1369.0,22400000.0,6.0,,north,13.0
2773,2.5,Kathmandu,Tinthana,1026.75,16000000.0,5.0,3.0,east,13.0
2774,3.0,Kathmandu,Tokha,2139.0625,35000000.0,0.0,0.0,east,13.0
2775,3.0,Kathmandu,Tokha,1369.0,37500000.0,6.0,4.0,east,13.0
2776,3.0,Kathmandu,Tokha,1112.3125,26000000.0,3.0,4.0,south west,13.0
2777,4.0,Kathmandu,Tokha,3080.25,40000000.0,9.0,6.0,east,13.0
2778,3.5, Lalitpur,Imadol,1369.0,35000000.0,,,north,13.0
2779,3.0,Kathmandu,Tokha,1112.3125,22000000.0,5.0,5.0,east,13.0
2780,2.5, Kathmandu,Samakhushi chowk,1369.0,33000000.0,6.0,5.0,north,13.0
2781,3.0,Kathmandu,Budhanilkantha,3764.75,85000000.0,8.0,8.0,south,13.0
2782,3.0,Kathmandu,Tokha,1026.75,21000000.0,6.0,6.0,east,13.0
2783,,Kathmandu,Budhanilkantha,1582.90625,30000000.0,6.0,4.0,east,13.0
2784,3.0,Kathmandu,Tokha,1369.0,29000000.0,6.0,5.0,south,13.0
2785,2.5, Lalitpur,Imadol,1369.0,29000000.0,5.0,4.0,north,13.0
2786,4.0,Kathmandu,Tripureshwor,3000.0,25000000.0,3.0,4.0,south east,13.0
2787,3.0,Kathmandu,Budhanilkantha,1454.5625,23500000.0,0.0,3.0,east,13.0
2788,2.5, Lalitpur,Imadol,752.95,20500000.0,4.0,4.0,north,13.0
2789,6.0, Kathmandu,New Road,7227.0,140000000.0,,,east,13.0
2790,4.0,Kathmandu,Hadigaun,1026.75,25000000.0,0.0,0.0,west,13.0
2791,3.0,Kathmandu,Budhanilkantha,1112.3125,18000000.0,5.0,5.0,north,13.0
2792,4.0,Kathmandu,Hadigaun,1026.75,25000000.0,0.0,0.0,west,13.0
2793,3.0,Lalitpur,Bhaisepati,1647.078125,28500000.0,5.0,4.0,south east,13.0
2794,3.5, Kathmandu,Chapali,2383.0,27000000.0,6.0,4.0,east,13.0
2795,2.5, Kathmandu,Chandol,2156.175,46000000.0,,,east,13.0
2796,,Lalitpur,Bhaisepati,1369.0,26000000.0,5.0,4.0,north,13.0
2797,3.0,Kathmandu,Budhanilkantha,3165.8125,49000000.0,5.0,5.0,west,13.0
2798,2.0,Kathmandu,Hadigaun,1369.0,20000000.0,0.0,0.0,south,13.0
2799,3.0,Kathmandu,Budhanilkantha,2053.5,36000000.0,5.0,5.0,east,13.0
2800,3.0,Kathmandu,Budhanilkantha,5133.75,65000000.0,5.0,5.0,south east,13.0
2801,4.0,Kathmandu,Gurujudhara,2738.0,50000000.0,7.0,6.0,south east,13.0
2802,2.5, Kathmandu,Sitapaila,2053.5,38000000.0,6.0,6.0,east,13.0
2803,3.0, Kathmandu,Syuchatar,1779.7,32500000.0,,,east,13.0
2804,2.5, Lalitpur,Kusunti,1779.7,39500000.0,4.0,4.0,east,13.0
2805,2.5, Kathmandu,Buddha Chowk,1779.7,39000000.0,5.0,4.0,east,13.0
2806,3.0,Lalitpur,Bhaisepati,1647.078125,28500000.0,5.0,4.0,south east,13.0
2807,2.5, Kathmandu,Baluwakhani,1745.475,34500000.0,7.0,5.0,east,13.0
2808,,Kathmandu,Budhanilkantha,2139.0625,26200000.0,13.0,0.0,west,13.0
2809,3.0,Kathmandu,Budhanilkantha,1796.8125,25500000.0,6.0,4.0,east,13.0
2810,,Lalitpur,Bhaisepati,1369.0,26000000.0,5.0,4.0,north,13.0
2811,2.5, Kathmandu,Rudreshwor,1745.475,49000000.0,5.0,6.0,east,13.0
2812,2.5, Kathmandu,Sitapaila,1745.475,38000000.0,4.0,,east,13.0
2813,2.5, Lalitpur,Bhaisepati,1711.25,50000000.0,4.0,3.0,east,13.0
2814,2.5, Bhaktapur,Balkot,1711.25,24000000.0,6.0,3.0,east,13.0
2815,2.5, Kathmandu,Dhapasi,1711.25,32000000.0,6.0,6.0,east,13.0
2816,3.0,Kathmandu,Budhanilkantha,1454.5625,22500000.0,0.0,3.0,east,13.0
2817,3.0,Lalitpur,Bhaisepati,1369.0,25000000.0,6.0,4.0,north,13.0
2818,2.0,Lalitpur,Bakhundol,10952.0,270000.0,5.0,4.0,south,13.0
2819,2.5, Bhaktapur,Liwali,2464.2,35000000.0,3.0,2.0,east,13.0
2820,3.0,Kathmandu,Hadigaun,1540.125,125000.0,0.0,5.0,south,13.0
2821,,Lalitpur,Bakhundol,2395.75,125000.0,0.0,0.0,south east,13.0
2822,3.0,Kathmandu,Budhanilkantha,1711.25,33000000.0,5.0,6.0,north,13.0
2823,2.5, Kathmandu,Sitapaila,6845.0,165000000.0,5.0,7.0,east,13.0
