price,LAND AREA,HOUSE AREA,,BEDS,LIVING,KITCHEN,BATHROOMS,FLOORS,LOCATION,ROAD DESCRIPTION,FACED TOWARDS,CATEGORY,TYPE,CODE,UPDATE,VIEWS,FURNISHING,url,MAIN ROAD DISTANCE,ROAD TO HOUSE,FLAT AREA,PARKING AREA
"Rs. 65,00,000 (Negotiable)
(65 lakh per aana)",1-0-1-2,,,,,,,,"BHAGAWATI BAHAL, NAXAL, KATHMANDU, NEPAL",12 FEET,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB03579,5 YEARS AGO,4145,,https://www.gharbazar.com/property/details/land-at-naxal-3579,,NAXAL,,
"Rs. 3,15,00,000 (Negotiable)
(Three crore fifteen lakh )",5-2-2-0,900 SQUARE FEET,,6,1,2,2,2.5,"BANASTHALI, BALAJU, KATHMANDU, NEPAL",10 FEET,SOUTH,HOUSE (RESIDENTIAL),NONE,GB07620,3 YEARS AGO,4059,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-banasthali-balaju-7620,300M,700M FROM RINGROAD,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-1-1,,,3,2,3,,3,"NILBARAHI, BHAKTAPUR, KATHMANDU, NEPAL",20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10591,2 MONTHS AGO,112,,https://www.gharbazar.com/property/details/house-at-nilbarahi-bhaktapur-10591,,"2 MINUTE DRIVE FROM PIPALBOAT, MULPANI",,
"Rs. 1,40,00,000 (Negotiable)
(1 crore 40 lakh)",0-3-3-0,0-3-3-0,,3,2,2,,2,"IMADOL, SETI PAKHA, LALITPUR, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04419,6 YEARS AGO,5098,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-seti-pakha-4419,,,,
"Rs. 2,00,00,000 (Negotiable)
(2 crore)",0-3-0-0,,,10,,3,5,3.5,"NAREPHAT, KATHMANDU, NEPAL",13,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05674,5 YEARS AGO,2345,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-jadibuti-5674,500M,,,
"Rs. 50,000 (Negotiable)
(Fifty thousand per month)",0-0-0-0,1113 SQUARE FEET,,2,1,1,2,6,"HATTIBAN, LALITPUR, NEPAL",20 FEET,SOUTH,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10066,3 MONTHS AGO,239,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-classic-tower-10066,,,,
"Rs. 1,97,00,000 (Negotiable)
(One crore ninety seven lakh )",0-3-0-3,1700 SQUARE FEET,,4,1,2,4,2.5,"KRISHNA MANDIR, IMADOL, LALITPUR, NEPAL",10/10 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07588,3 YEARS AGO,7636,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-imadol-7588,100M,,,
"Rs. 2,50,00,000 (Negotiable)
(Two crore fifty lakh )",0-3-2-0,1353 SQUARE FEET,,4,1,1,3,2.5,"DHAPAKHEL, LALITPUR, NEPAL",12,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08499,2 YEARS AGO,13530,NOT FURNISHED,https://www.gharbazar.com/property/details/dhapakhel-civil-homes-housing-8499,100M,,,
"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh )",0-2-2-1,,,4,,,2,2.5,"MANDIKHATAR, KATHMANDU, NEPAL",20 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06312,4 YEARS AGO,2973,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-mandikhatar-6312,,,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-2-0,,,6,2,1,,3,"PURANO NAIKAP, KATHMANDU, NEPAL",10 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10373,2 MONTHS AGO,193,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-purano-naikap-10373,,650 M FROM HIMSHIKHAR SCHOOL,,
,10-0-0-0,,,,,,,,"SHIBHAPURI, NUWAKOT, NEPAL",16 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB10159,6 MONTHS AGO,98,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-shibhapuri-10159,,,,
"Rs. 15,00,000 (Negotiable)
(Fifteen lakh )",0-4-2-0,,,,,,,,"MACHHEGAUN, KATHMANDU, NEPAL",13 FT,SOUTH,LAND (RESIDENTIAL),NONE,GB09341,1 YEAR AGO,2720,,https://www.gharbazar.com/property/details/land-at-machhegaun-kritipur-9341,,,,
"Rs. 75,000 (Negotiable)
(Seventy five thousand )",0-3-0-0,1500 SQUARE FEET,,3,1,1,4,3,"HATTIBAN, LALITPUR, NEPAL",16 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10592,2 WEEKS AGO,209,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-mount-view-residency-lalitpur-10592,35M,,,
"Rs. 50,000 (Negotiable)
(Fifty thousand )",0-3-0-0,,,,,,,,"MAHALAXMI MUNICIPALITY 5 TIKATHALI, LALITPUR, NEPAL",10 FEET,NONE,LAND (RESIDENTIAL),NONE,GB10151,6 MONTHS AGO,55,,https://www.gharbazar.com/property/details/land-at-mahalaxmi-municipality-5-tikathali-10151,,NEAR THE PAWAN PRAKRITY SCHOOL,,
"Rs. 70,000 / month (Negotiable)
(Seventy thousand )",0-7-3-0,,,4,1,1,,2.5,"BUDHANILKAMTHA, RUDRESHWOR, KATHMANDU, NEPAL",20 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10222,5 MONTHS AGO,104,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-10222,,RUDRESHWOR,,
"Rs. 1,90,00,000 (Negotiable)
(One crore ninety lakh )",0-3-1-0,,,,,,,,"SALLAGHARI, BHAKTAPUR, NEPAL",20 FEET,NONE,HOUSE (RESIDENTIAL),NONE,GB09992,8 MONTHS AGO,113,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sallaghari-9992,,,,
,680 SQUARE FEET,,,2,1,1,1,,"SANEPA, LALITPUR, NEPAL",28 FT,SOUTH-WEST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB08690,10 MONTHS AGO,4812,FULLY FURNISHED,https://www.gharbazar.com/property/details/apartment-at-bajra-and-shangrila-residency-8690,,,800 SQUARE FEET,
"Rs. 3,40,00,000 (Negotiable)
(Three crore forty lakh )",1-6-0-0,0-6-1-0,,7,1,1,3,2.5,"TATHALI, BHAKTAPUR, NEPAL",33 FEET,SOUTH,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB06991,4 YEARS AGO,3074,SEMI FURNISHED,https://www.gharbazar.com/property/details/land-house-at-tathali-6991,,,,
,0-3-2-0,,,4,1,2,3,2.5,"KALANKI, KATHMANDU, NEPAL",12 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03739,6 YEARS AGO,2608,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kalanki-3739,1000M,,,
"Rs. 2,00,00,000 (Negotiable)
(2 crore)",0-2-2-2,,,14,4,4,4,,"THIMI, KATHMANDU, NEPAL",13 FT,NORTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03723,5 YEARS AGO,1281,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-thimi-3723,,,,
"Rs. 3,20,00,000 (Negotiable)
(3 crore 20 lakh)",0-5-2-2,2850 SQUARE FEET,,6,2,2,4,2.5,"NEW COLONY, GANESH CHOWK, BUDHANILKANTHA, KATHMANDU, NEPAL",21 FT,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05385,4 YEARS AGO,6516,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-5385,150M,,,
"Rs. 1,25,00,000 (Negotiable)
(One crore twenty five lakh)",0-10-0-0,,,8,1,2,5,2.5,"SINDHULI, SINDHULI, NEPAL",,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB03566,4 YEARS AGO,2792,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-sindhuli-3566,500M,,,
"Rs. 2,00,00,000 (Negotiable)
(Two crore )",0-3-0-3,,,5,2,2,,2.5,"TINTHANA , NAIKAP, KATHMANDU, NEPAL",,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10659,1 MONTH AGO,47,,https://www.gharbazar.com/property/details/house-at-tinthana-naikap-10659,,1KM FROM MAIN ROAD,,
"Rs. 60,00,000 (Negotiable)
(Sixty lakh per aana)",0-8-0-0,,,,,,,,"BANESWOR BHIMSENGOLA, KATHMANDU, NEPAL",13 FT,NONE,LAND (RESIDENTIAL),NONE,GB08746,2 YEARS AGO,3106,,https://www.gharbazar.com/property/details/land-at-bhimsengola-8746,,,,
,0-16-0-0,21500 SQUARE FEET,,,,,20,6,"CHHYAMHASINGH, BHAKTAPUR, NEPAL",40 FT,NORTH-EAST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB05191,5 YEARS AGO,2597,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-bramhayani-chowk-5191,,,3500 SQUARE FEET,4000 SQUARE FEET
"Rs. 80,00,000 (Negotiable)
(Eighty lakh per aana)",0-36-0-0,,,,,,,,"SINAMANGAL, KATHMANDU, NEPAL",42 FT,SOUTH-EAST,LAND (RESIDENTIAL),NONE,GB04901,2 YEARS AGO,7297,,https://www.gharbazar.com/property/details/land-at-sinamangal-4901,,,,
"Rs. 35,00,000 (Negotiable)
(Thirty five lakh per aana)",0-4-0-0,,,,,,,,"BUDANILKANTHA, KATHMANDU, NEPAL",16 FT,NORTH,LAND (RESIDENTIAL),NONE,GB09811,10 MONTHS AGO,2282,,https://www.gharbazar.com/property/details/land-at-budanilkantha-9811,,,,
"Rs. 2,30,00,000 (Negotiable)
(Two crore thirty lakh )",0-3-0-0,,,5,3,1,4,,"IMADOL, LALITPUR, NEPAL",13 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10441,4 MONTHS AGO,1060,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-shital-tole-imadol-10441,,,,
"Rs. 75,000 (Negotiable)
(Seventy five thousand per month)",0-8-0-0,,,,,,1,1,"DHUMBARAHI, KATHMANDU, NEPAL",22 FT,NONE,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10434,4 MONTHS AGO,323,SEMI FURNISHED,https://www.gharbazar.com/property/details/godown-space-at-dhumbarahi-10434,,,,
"Rs. 85,000 (Negotiable)
(Eighty five thousand per month)",0-6-0-1,3400 SQUARE FEET,,6,3,3,,3.5,"TIKATHALI-5, LALITPUR, NEPAL",13 FT,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06367,4 YEARS AGO,979,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tikathali-5-6367,,,,
"Rs. 60,00,000 (Negotiable)
(60 lakh per anna)",0-13-0-0,,,,,,,,"GANESH MAN SINGH PATH, KALIMATI, KATHMANDU, NEPAL",28 &15 FT,SOUTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB05623,5 YEARS AGO,3185,,https://www.gharbazar.com/property/details/land-at-kalimati-5623,50M,,,
"Rs. 60,00,000 (Negotiable)
(Sixty lakh)",1822 SQUARE FEET,,,2,1,1,1,1,"RUPANDEHI, NEPAL",13 FT,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02845,4 YEARS AGO,15458,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-butwal-2845,1000M,,,
"Rs. 3,50,00,000 (Negotiable)
(Three crore fifty lakh )",0-4-0-0,,,5,2,2,,3,"SETI PAKHA LALITPUR, KATHMANDU, NEPAL",,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10635,1 MONTH AGO,46,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-seti-pakha-lalitpur-10635,,1 KM FROM MAIN ROAD,,
"Rs. 1,75,00,000 (Negotiable)
(1 crore 75 lakh)",0-3-2-0,2600 SQUARE FEET,,6,3,2,4,3.5,"NEAR HIM SHIKHAR SCHOOL, KATHMANDU, NEPAL",13 FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05648,3 YEARS AGO,5124,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-kalanki-14-5648,1000M,20,,
"Rs. 75,00,000 (Negotiable)
(Seventy five lakh )",599 SQUARE FEET,,,,,,,,"BHAISIPATI, LALITPUR, NEPAL",20 FT,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09733,11 MONTHS AGO,937,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-janta-aawash-bhaisipati-9733,,,,
"Rs. 1,25,00,000 (Negotiable)
(1 Crore 25 Lakh)",2369 SQUARE FEET,,,2,1,1,1,1,"HETAUDA, MAKWANPUR, NEPAL",14 FT,,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB02874,6 YEARS AGO,5865,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-hetauda-2874,,,,
,9-0-0-0,,,,,,,,"POKHARA, KASKI, NEPAL",10 FT,EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB03606,7 YEARS AGO,1258,,https://www.gharbazar.com/property/details/land-at-pokhara-3606,200M,,,
"Rs. 80,00,000 (Negotiable)
(Eighty lakh )",,,,2,1,1,1,,"DHAPAKHEL, LALITPUR, NEPAL",20 FT,NORTH-WEST,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB06039,5 MONTHS AGO,18535,NOT FURNISHED,https://www.gharbazar.com/property/details/apartment-at-civil-homes-phase-iv-6039,2000M,50,767 SQUARE FEET,
"Rs. 1,30,00,000 (Negotiable)
(One crore thirty lakh )",0-,,,,,,,,"BIRATNAGAR 02, MANANG, NEPAL",10 FEET,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10006,7 MONTHS AGO,64,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-biratnagar-02-10006,,,,
"Rs. 34,00,000 (Negotiable)
(Thirty four lakh )",14-0-0-0,410 SQUARE FEET,,1,1,1,1,10,"HATTIBAN, LALITPUR, NEPAL",20 FEET,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB10300,4 MONTHS AGO,2197,NOT FURNISHED,https://www.gharbazar.com/property/details/1bhk-apartment-at-mero-city-10300,,,,
,0-0-0-0,,,,,,,,"KHICHAPOKHARI GANBAHAL ROAD, KATHMANDU, NEPAL",13 FT,SOUTH,SHUTTER/S (RESIDENTIAL),PILLAR SYSTEM,GB10521,3 MONTHS AGO,445,NOT FURNISHED,https://www.gharbazar.com/property/details/ladies-shop-at-sundhara-kathmandu-10521,50M,,,
"Rs. 2,60,00,000 (Negotiable)
(Two crore sixty lakh )",0-4-0-0,,,,,,,,"MACHHEGAUN, KATHMANDU, NEPAL",13 FEET,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09339,1 YEAR AGO,1449,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-khusi-khusi-chowk-machhegaun-9339,,,,
"Rs. 1,40,00,000 (Negotiable)
(One crore forty lakh )",0-4-3-0,950 SQUARE FEET,,2,1,1,1,1,"NEAR SHREE NARAYAN SCHOOL, LALITPUR, NEPAL",13 FT,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB05729,3 YEARS AGO,3230,NOT FURNISHED,https://www.gharbazar.com/property/details/house-land-at-tikathali-sarswotikhel-5729,2500M,10,,
"Rs. 1,60,00,000 (Negotiable)
(One crore sixty lakh )",0-7-1-0,,,2,,1,1,1,"HARISIDDHI, LALITPUR, NEPAL",13 FEET,EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06970,4 YEARS AGO,3471,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-harisiddhi-6970,500M,,,
"Rs. 2,90,00,000 (Negotiable)
(Two crore ninety lakh )",0-12-0-0,2717 SQUARE FEET,,14,1,2,,2.5,"GODAMCHAUR, LALITPUR, NEPAL",13 FEET,SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09803,10 MONTHS AGO,1133,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-godamchaur-9803,,FIRST LEFT TURN IN THE ROAD TO WARD NO. 1 IN GODAMCHAUR,,
"Rs. 2,45,00,000 (Negotiable)
(Two crore forty five lakh )",19 DHUR,,,6,2,1,5,2.5,"PROVINCE 1, BIRATNAGAR, MORANG, NEPAL",20 FEET,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10097,7 MONTHS AGO,70,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-province-1-biratnagar-10097,,NEAR SANCHAIKOSH OFFICE,,
"Rs. 2,80,00,000 (Negotiable)
(Two crore eighty lakh )",0-3-0-0,0-3-0-0,,4,2,1,,2.5,"HATTIBAN/LALITPUR, KATHMANDU, NEPAL",,NORTH-EAST-SOUTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10588,2 MONTHS AGO,104,,https://www.gharbazar.com/property/details/house-at-hattiban-lalitpur-10588,,2MINUTES FROM RINGROAD,,
,0-6-2-0,2200 SQUARE FEET,,5,1,2,3,2.5,"SITAPAKHA, HATTIBAN, LALITPUR, NEPAL",12 FEET,SOUTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06846,3 YEARS AGO,10294,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-hattiban-sitapakha-6846,150M,,,
"Rs. 17,00,000 (Negotiable)
(Seventeen lakh per aana)",0-3-0-0,,,,,,,,"CHANDRAGIRI, KATHMANDU, NEPAL",20 FT,EAST-SOUTH-WEST,LAND (RESIDENTIAL),NONE,GB10689,4 DAYS AGO,696,,https://www.gharbazar.com/property/details/cheap-residential-plots-in-matatirtha-limited-availability-10689,,,,
"Rs. 3,50,000 / month (Negotiable)
(Three lakh fifty thousand )",1-9-0-0,,,5,2,1,2,3,"SIDDHARTHA COLONY, KATHMANDU, NEPAL",18 FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10247,5 MONTHS AGO,68,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-siddhartha-colony-10247,,,,
"Rs. 3,00,00,000 (Negotiable)
(Three crore )",0-5-2-0,,,8,,,3,2.5,"THANKOT, KATHMANDU, NEPAL",10 FEET,SOUTH-EAST,HOUSE (COMMERCIAL/RESIDENTIAL),WALL BEARING,GB02831,2 YEARS AGO,2761,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thankot-2831,10M,,,
"Rs. 4,50,000 (Negotiable)
(Four lakh fifty thousand )",0-21-0-0,,,,,,,,"PANAUTI, KAVREPALANCHOWK, KAVRE, NEPAL",16 FEET,NONE,LAND (RESIDENTIAL),NONE,GB09789,6 MONTHS AGO,2920,,https://www.gharbazar.com/property/details/land-at-panauti-kavre-9789,,,,
,0-,,,,,,,,"CHUNIKHEL, KATHMANDU, NEPAL",20,NONE,LAND (RESIDENTIAL),PILLAR SYSTEM,GB10565,2 MONTHS AGO,68,,https://www.gharbazar.com/property/details/land-at-chunikhel-10565,,JUST HALF KM AWAY FROM KARUNA HOSPITAL,,
,,,,,,,,,"MANOHAR TOWNPALLNING, KATHMANDU, NEPAL",,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10638,1 MONTH AGO,51,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-manohar-townpallning-10638,,,,
"Rs. 1,72,00,000 (Negotiable)
(1 crore 72 lakh)",0-2-3-0,2117 SQUARE FEET,,5,3,3,3,3,"SUNDERBASTI, MADHEYPUR THIMI, BHAKTAPUR, NEPAL",13 FEET,NORTH-EAST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB04484,6 YEARS AGO,19163,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-gatthaghar-4484,500M,200,,
"Rs. 55,00,000 (Negotiable)
(Fifty five lakh )",0-6-2-0,,,,,,,,"DEUBA CHWOK, KATHMANDU, NEPAL",13 / 24 FEET,NONE,LAND (RESIDENTIAL),NONE,GB10391,4 MONTHS AGO,77,,https://www.gharbazar.com/property/details/land-at-deuba-chwok-10391,,150M,,
"Rs. 10,00,000 (Negotiable)
(10 lakh per ropani)",7-5-0-0,,,,,,,,"BASNET PAUWA, KAKANI, NUWAKOT, NEPAL",50 FT SLOPPY LANE,NORTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB03622,7 YEARS AGO,2881,,https://www.gharbazar.com/property/details/land-at-basnet-pauwa-kakani-3622,,,,
"Rs. 1,75,00,000 (Negotiable)
(One crore seventy five lakh )",0-3-3-3,0-3-0-0,,3,3,2,3,2.5,"SITAPAILA RAMKOT, KATHMANDU, NEPAL",10 FEET,EAST-SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10157,6 MONTHS AGO,296,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-sitapaila-ramkot-10157,,,,
,2500 SQUARE FEET,,,,,,,,"SANEPA, LALITPUR, NEPAL",20 FT,SOUTH,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09847,9 MONTHS AGO,1203,NOT FURNISHED,https://www.gharbazar.com/property/details/3bhk-apartment-at-imperial-court-9847,,,,
"Rs. 6,00,00,000 (Negotiable)
(Six crore )",0-5-2-0,,,,,,,,"DHANESHWOR, KATHMANDU, NEPAL",26 FT AND 12 FT,SOUTH-EAST,COMMERCIAL BUILDING (RESIDENTIAL),PILLAR SYSTEM,GB10697,1 MONTH AGO,1231,NOT FURNISHED,https://www.gharbazar.com/property/details/commercial-building-at-dhaneswor-chowk-manmaiju-10697,,,,
,1-0-0-0,,,,,,,,"MAHARAJGUNG, KATHMANDU, NEPAL",14 FT,NONE,APARTMENT (RESIDENTIAL),PILLAR SYSTEM,GB09808,10 MONTHS AGO,1100,FULLY FURNISHED,https://www.gharbazar.com/property/details/2bhk-apartment-near-us-embassy-9808,,,,
"Rs. 25,00,000 (Negotiable)
(Twenty five lakh per aana)",0-24-0-0,,,,,,,,"NEAR CABLE CAR GATE, KATHMANDU, NEPAL",20 FT,SOUTH-WEST,LAND (RESIDENTIAL),NONE,GB05843,5 YEARS AGO,2204,,https://www.gharbazar.com/property/details/land-at-chandragiri-5843,1500M,20,,
"Rs. 5,10,00,000 (Negotiable)
(Five crore ten lakh )",0-7-1-0,,,7,3,2,,3.5,"PASIKOT, BUDHANILKANTHA, KATHMANDU, NEPAL",24/13,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10219,5 MONTHS AGO,89,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-10219,,PASIKOT,,
"Rs. 25,00,000 (Negotiable)
(25 lakh per aana)",0-12-0-0,,,,,,,,"BHAISEPATI, LALITPUR, NEPAL",13 FEET PITCHED,WEST,LAND (RESIDENTIAL),WALL BEARING,GB03483,5 YEARS AGO,3122,,https://www.gharbazar.com/property/details/land-at-bhaisepati-3483,100M,,,
"Rs. 16,00,000 (Negotiable)
(Sixteen lakh )",0-,,,,,,,,"RAMHITI, BOUDHA, KATHMANDU, NEPAL",16 FEET,NONE,RESTAURANT (RESIDENTIAL),PILLAR SYSTEM,GB10141,6 MONTHS AGO,105,NOT FURNISHED,https://www.gharbazar.com/property/details/restaurant-at-ramhiti-boudha-10141,,,,
"Rs. 4,98,00,000 (Negotiable)
(Four crore ninety eight lakh )",0-5-3-0,,,7,4,4,4,4.25,"SHANTINAGAR, KATHMANDU, NEPAL",9 FEET AND SOON TO BE EXTENDED,NONE,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09778,5 MONTHS AGO,246,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-shantinagar-9778,,NEAR TO SHANTINAGAR GATE,,
"Rs. 98,00,000 (Negotiable)
(Ninety eight lakh )",0-8-2-0,,,,,,,,"LAZIMPAT, KATHMANDU, NEPAL",20,NORTH-WEST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB10690,3 DAYS AGO,527,,https://www.gharbazar.com/property/details/exclusive-land-in-lazimpat-kathmandu-limited-offer-act-now-10690,50M,,,
,0-5-0-0,,,5,2,2,,3.5,"TARKESHWOR MUNICIPALITY, KATHMANDU, NEPAL",13/20FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10333,5 MONTHS AGO,104,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-tarkeshwor-municipality-10333,,,,
"Rs. 3,75,00,000 (Negotiable)
(Three crore seventy five lakh )",0-4-2-0,2500 SQUARE FEET,,5,3,3,4,2.5,"BUDHANILKANTHA, KATHMANDU, NEPAL",14,SOUTH-WEST,HOUSE (COMMERCIAL/RESIDENTIAL),PILLAR SYSTEM,GB07835,2 YEARS AGO,3462,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-budhanilkantha-7835,10M,BUDHANIKANTHA HIGHWAY (MANDIR PUGNU VANDA 800 METER AAGADI),,
"Rs. 35,00,000 (Negotiable)
(Thirty five lakh per anna)",0-20-0-0,,,,,,,,"GOKUL AWAS, KATHMANDU, NEPAL",18 FT,SOUTH-EAST,LAND (COMMERCIAL/RESIDENTIAL),NONE,GB06302,3 YEARS AGO,4308,,https://www.gharbazar.com/property/details/land-at-bhaisepati-gokul-awas-6302,300M,,,
"Rs. 1,35,00,000
(One crore thirty five lakh )",0-2-3-0,,,2,1,1,,1,"LUBU, LALITPUR, NEPAL",10FT/20FT,NORTH,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB10739,1 MONTH AGO,60,,https://www.gharbazar.com/property/details/house-at-lubu-10739,,500M FROM MAIN ROAD,,
"Rs. 2,10,00,000 (Negotiable)
(Two Crore Ten Lakh)",0-2-2-0,,,9,,2,3,2.5,"NEAR BY YUBA CLUB, BOUDHA, KATHMANDU, NEPAL",13 FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB06355,4 YEARS AGO,4467,SEMI FURNISHED,https://www.gharbazar.com/property/details/house-at-boudha-6355,20M,,,
"Rs. 4,50,00,000 (Negotiable)
(Four crore fifty lakh )",0-5-0-0,0-5-0-0,,4,2,1,5,3,"SAINBU, BHAINSEPATI, KATHMANDU, NEPAL",16FT,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB08668,1 YEAR AGO,6486,FULLY FURNISHED,https://www.gharbazar.com/property/details/house-at-sainbu-bhainsepati-8668,300M,300 M FROM RADIO NEPAL TOWER,,
"Rs. 1,99,00,000 (Negotiable)
(One crore ninety nine lakh )",0-2-2-0,,,5,2,1,3,2.5,"BUDDHA CHOWK, THULO BHARYANG, KATHMANDU, NEPAL",12 FEET,SOUTH-WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB07828,3 YEARS AGO,9890,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-thulobharang-7828,,,,
"Rs. 2,75,00,000 (Negotiable)
(Two crore seventy five lakh )",0-4-0-1,,,5,2,2,4,3,,13 FT,WEST,HOUSE (RESIDENTIAL),PILLAR SYSTEM,GB09741,10 MONTHS AGO,1469,NOT FURNISHED,https://www.gharbazar.com/property/details/house-at-kritipur-kathmandu-9741,350M,,,
